Name,Index,Location,ID,Message
Deborah,5660,Punggol,xxxxx,Hit
Mr.,5670,one-north,xxxxx,Present 1434fb0
Kevin,5680,Bedok,xxxxx,Drug 6b578fd
Michael,5690,Punggol,xxxxx,Force 95dce99
Dana,5700,Bedok,xxxxx,Military
Dawn,5710,one-north,xxxxx,Blue
David,5720,Tampines,xxxxx,Week bdfbbcc
Karen,5730,Tampines,xxxxx,Certain c9a9713
Tonya,5740,one-north,xxxxx,Measure
Dennis,5750,one-north,xxxxx,Effort b984ce3
Nicole,5760,Punggol,xxxxx,Partner
Todd,5770,Punggol,xxxxx,Mrs
Amber,5780,Jurong East,xxxxx,Loss 24206b1
Alvin,5790,Jurong East,xxxxx,Throughout ff2eedb
Calvin,5800,Bedok,xxxxx,Care 9f36e12
Trevor,5810,Tampines,xxxxx,Economic
Tanya,5820,Jurong East,xxxxx,Animal
Kyle,5830,Tampines,xxxxx,Leg
Brett,5840,Jurong East,xxxxx,Statement f490617
Greg,5850,Bedok,xxxxx,Customer 6f1c3f8
Marissa,5860,Tampines,xxxxx,Indicate 69cd332
Anthony,5870,Tampines,xxxxx,Particularly
Brian,5880,Punggol,xxxxx,Change d0cb47c
Robert,5890,Tampines,xxxxx,Site a40eb63
Ethan,5900,Tampines,xxxxx,Front 6f67145
Anthony,5910,Bedok,xxxxx,Simply
Kristy,5920,Tampines,xxxxx,Long 80faed3
Beth,5930,Tampines,xxxxx,Likely
Alexander,5940,Bedok,xxxxx,Million
Erica,5950,Tampines,xxxxx,Or
Joshua,5960,one-north,xxxxx,Member 6d23682
Jonathan,5970,one-north,xxxxx,Thought
William,5980,Bedok,xxxxx,Easy 12ad6b6
Gary,5990,Punggol,xxxxx,Enjoy 1768277
James,6000,one-north,xxxxx,Possible
Tyler,6010,Punggol,xxxxx,Service 2c19a7f
Bryan,6020,Tampines,xxxxx,Right cbe7b55
Lindsey,6030,Punggol,xxxxx,Oil
Anne,6040,Bedok,xxxxx,Security
Kevin,6050,one-north,xxxxx,Job 0382ae7
Amy,6060,Tampines,xxxxx,Father
Kristy,6070,Tampines,xxxxx,Research c67d8cb
Stephen,6080,Punggol,xxxxx,Company
Lauren,6090,Tampines,xxxxx,Adult 3fe5db0
Tyler,6100,Bedok,xxxxx,Rule 19fefc2
Regina,6110,one-north,xxxxx,Be fa57317
Jonathan,6120,Punggol,xxxxx,Interest
Jamie,6130,Jurong East,xxxxx,Later
April,6140,Tampines,xxxxx,Nation 8c67f22
Katie,6150,Tampines,xxxxx,Finally
Kari,6160,one-north,xxxxx,Upon 1d39656
Nathan,6170,Tampines,xxxxx,Beat
Vanessa,6180,Jurong East,xxxxx,Bad
Elizabeth,6190,Bedok,xxxxx,Before 2cbc3dd
Melissa,6200,one-north,xxxxx,Against
Jessica,6210,Tampines,xxxxx,Model
Julian,6220,Punggol,xxxxx,Seek 6f705e3
Rachel,6230,Jurong East,xxxxx,Old fa1f5fc
Brian,6240,Jurong East,xxxxx,Let
Michael,6250,Tampines,xxxxx,Far
Kenneth,6260,Tampines,xxxxx,Conference
Joseph,6270,Tampines,xxxxx,Item
Jessica,6280,Jurong East,xxxxx,Girl aee2c89
Thomas,6290,Tampines,xxxxx,Different 3d539a8
Abigail,6300,Tampines,xxxxx,Hand
Renee,6310,Bedok,xxxxx,Usually b5c5241
Crystal,6320,Jurong East,xxxxx,Condition 5a2d196
Jessica,6330,Tampines,xxxxx,Without 2f619d6
Elizabeth,6340,Jurong East,xxxxx,Religious
Ronald,6350,Tampines,xxxxx,Now a2a63e5
Dr.,6360,one-north,xxxxx,Group 89610a2
Michael,6370,one-north,xxxxx,Use
Kendra,6380,Jurong East,xxxxx,Out
Rebecca,6390,Jurong East,xxxxx,Protect 2d357cd
Kara,6400,Punggol,xxxxx,Edge 16ff1d9
Justin,6410,one-north,xxxxx,Your
Rachel,6420,Tampines,xxxxx,Improve
Nicole,6430,Punggol,xxxxx,Third 9fcec67
Michael,6440,Jurong East,xxxxx,Try
Kerri,6450,Jurong East,xxxxx,Series 14cc432
Samuel,6460,Jurong East,xxxxx,Magazine
Katie,6470,Jurong East,xxxxx,Floor
Kayla,6480,Tampines,xxxxx,Meeting 249cd12
Melissa,6490,Punggol,xxxxx,Hold ebe778d
Kimberly,6500,Tampines,xxxxx,Various
Bonnie,6510,Jurong East,xxxxx,More 02ffb94
Patrick,6520,Bedok,xxxxx,Industry 62023fe
Hannah,6530,Bedok,xxxxx,Leave f8265fb
Vincent,6540,one-north,xxxxx,Physical
Norman,6550,Tampines,xxxxx,Crime cde6882
Jim,6560,Tampines,xxxxx,Increase
Brett,6570,Punggol,xxxxx,Ground
Patricia,6580,Punggol,xxxxx,Area 9189727
Matthew,6590,Jurong East,xxxxx,At
Bonnie,6600,Bedok,xxxxx,Else 70fa70e
Logan,6610,Jurong East,xxxxx,Treatment bc0e4c5
Samantha,6620,Jurong East,xxxxx,There 21f49eb
Joseph,6630,Bedok,xxxxx,Charge d59188b
Sara,6640,Bedok,xxxxx,Water
Jodi,6650,Tampines,xxxxx,Sit
Amanda,6660,Bedok,xxxxx,How d6410cd
John,6670,Bedok,xxxxx,Trip fe056e7
Lisa,6680,Punggol,xxxxx,Science
Amy,6690,one-north,xxxxx,Wrong
Samantha,6700,one-north,xxxxx,Born 2ea8298
Andrew,6710,Punggol,xxxxx,College
Matthew,6720,Tampines,xxxxx,If ed78939
Nathan,6730,Tampines,xxxxx,Film 3f9da48
Alexandra,6740,Jurong East,xxxxx,Tree
Micheal,6750,Bedok,xxxxx,Night f09c534
Jeffrey,6760,Tampines,xxxxx,Senior 8a8db1a
Jamie,6770,Tampines,xxxxx,Fly
Christopher,6780,one-north,xxxxx,Technology a1cf467
Timothy,6790,one-north,xxxxx,Discover 659a9c6
Jamie,6800,Tampines,xxxxx,Cover bd042b7
George,6810,Tampines,xxxxx,Direction
Leonard,6820,Tampines,xxxxx,Various 3be7911
Christopher,6830,one-north,xxxxx,Should
Diana,6840,Jurong East,xxxxx,Along 76a2588
Michael,6850,Jurong East,xxxxx,Everything 16cdd4a
David,6860,one-north,xxxxx,Another de4dfb2
Sarah,6870,Jurong East,xxxxx,Throughout
Johnny,6880,Bedok,xxxxx,Test
Christopher,6890,Jurong East,xxxxx,Soon b738fae
Melinda,6900,Punggol,xxxxx,Grow
Reginald,6910,Jurong East,xxxxx,Environment a5cc7e4
Michael,6920,Punggol,xxxxx,Evidence 1a1fac4
Connor,6930,Bedok,xxxxx,Other
Karl,6940,Bedok,xxxxx,Relationship 403df16
Maurice,6950,Bedok,xxxxx,Far
Trevor,6960,Jurong East,xxxxx,Rather
Jason,6970,Bedok,xxxxx,Win b924e1b
Sean,6980,Jurong East,xxxxx,Find a19b1ef
Richard,6990,Bedok,xxxxx,Rest bac1469
Sara,7000,Jurong East,xxxxx,Organization 03a9853
Larry,7010,Punggol,xxxxx,Whom 9bb95e2
Danielle,7020,Punggol,xxxxx,Become 7b588e9
Ashley,7030,Tampines,xxxxx,Sense 4e72e56
Roberto,7040,Jurong East,xxxxx,Strategy
Christopher,7050,one-north,xxxxx,Forget 8c7fbe7
Emily,7060,one-north,xxxxx,Wait 4615739
Brittany,7070,Bedok,xxxxx,Current
Melissa,7080,Punggol,xxxxx,Several
Bradley,7090,Punggol,xxxxx,Region
Jessica,7100,one-north,xxxxx,Forget
William,7110,Punggol,xxxxx,Really 223f070
David,7120,Jurong East,xxxxx,Trade 13be5b8
Claudia,7130,Jurong East,xxxxx,Memory
Brian,7140,Punggol,xxxxx,Body 59562cd
Shannon,7150,one-north,xxxxx,Bag
Miss,7160,Tampines,xxxxx,Site
Bobby,7170,Tampines,xxxxx,Various f398e52
Larry,7180,Jurong East,xxxxx,Adult ae2692f
Mary,7190,Jurong East,xxxxx,Particularly
Janice,7200,Jurong East,xxxxx,Soldier
Jonathan,7210,one-north,xxxxx,Close 82188fa
Bailey,7220,Tampines,xxxxx,Everyone b4452f5
Mrs.,7230,Jurong East,xxxxx,Why
Katherine,7240,Punggol,xxxxx,Ago
Kelly,7250,Tampines,xxxxx,Sure a92689d
Patricia,7260,Punggol,xxxxx,Life 934f581
Mckenzie,7270,Bedok,xxxxx,Career
Brian,7280,Bedok,xxxxx,So c16d17f
Carrie,7290,Bedok,xxxxx,Risk
Chad,7300,Bedok,xxxxx,Interest
Tracy,7310,Bedok,xxxxx,He
Thomas,7320,Punggol,xxxxx,Lead
Lauren,7330,Jurong East,xxxxx,Movie 94278cc
Brooke,7340,Jurong East,xxxxx,Pass
Kimberly,7350,Punggol,xxxxx,Most e8cda07
Sierra,7360,Punggol,xxxxx,Poor fef43b8
Greg,7370,Bedok,xxxxx,Break
Kathryn,7380,Bedok,xxxxx,Staff 457ee5f
Jackie,7390,Tampines,xxxxx,Recent
Bridget,7400,Punggol,xxxxx,Inside
Susan,7410,Jurong East,xxxxx,Difficult 9314365
Brandi,7420,Bedok,xxxxx,Industry
Deanna,7430,Punggol,xxxxx,Each 43762cd
Melanie,7440,Punggol,xxxxx,Support
Angela,7450,Jurong East,xxxxx,Task
Elizabeth,7460,Bedok,xxxxx,Foot
William,7470,Punggol,xxxxx,View
Monica,7480,Bedok,xxxxx,Yet
Ashley,7490,Bedok,xxxxx,Bar d3255f4
Logan,7500,Punggol,xxxxx,Pretty
Tim,7510,Jurong East,xxxxx,American
Daniel,7520,Punggol,xxxxx,Fish
Michael,7530,Jurong East,xxxxx,Scientist
Sean,7540,Jurong East,xxxxx,Adult
Eric,7550,Tampines,xxxxx,Anything 84f6ae1
Justin,7560,one-north,xxxxx,Hard
Justin,7570,Punggol,xxxxx,Half b2a29a5
William,7580,Jurong East,xxxxx,Hair
Luis,7590,Bedok,xxxxx,Almost
Felicia,7600,one-north,xxxxx,Determine
Leah,7610,Jurong East,xxxxx,Response 2096cb5
Ann,7620,Jurong East,xxxxx,Face 15e91e8
Justin,7630,one-north,xxxxx,Particular
Steve,7640,Jurong East,xxxxx,Share c050c5f
Kevin,7650,Tampines,xxxxx,No
Eric,7660,Jurong East,xxxxx,Republican
Daniel,7670,Punggol,xxxxx,Him 5c0816c
Jimmy,7680,Punggol,xxxxx,Next
Richard,7690,Punggol,xxxxx,Important
Matthew,7700,Tampines,xxxxx,Approach
Jonathan,7710,Jurong East,xxxxx,Able
Taylor,7720,one-north,xxxxx,Fear
Eugene,7730,Punggol,xxxxx,Office
Christina,7740,one-north,xxxxx,Clear
Stephen,7750,Punggol,xxxxx,Media
Monica,7760,Punggol,xxxxx,Exist 85e973e
Bradley,7770,Bedok,xxxxx,Tell 65196eb
Rachel,7780,Jurong East,xxxxx,Different a6f6028
Madison,7790,Tampines,xxxxx,Son cd40dce
John,7800,Tampines,xxxxx,Modern 7bea16b
Anthony,7810,Jurong East,xxxxx,Possible ab1e472
Dr.,7820,Punggol,xxxxx,Road
Samuel,7830,Jurong East,xxxxx,Race 7bea47d
Jason,7840,Punggol,xxxxx,Include
Christopher,7850,Jurong East,xxxxx,Fear de62948
Thomas,7860,Punggol,xxxxx,Travel de41bfe
Cameron,7870,Punggol,xxxxx,Speak
Ms.,7880,Tampines,xxxxx,Group
Christopher,7890,Punggol,xxxxx,Voice
Amanda,7900,Jurong East,xxxxx,From
Nancy,7910,Bedok,xxxxx,Action 1252462
Lisa,7920,Tampines,xxxxx,No 5c43a4c
Darrell,7930,Tampines,xxxxx,Large 638025a
Philip,7940,one-north,xxxxx,Instead 23726f2
Patrick,7950,Tampines,xxxxx,Term
Alexis,7960,Tampines,xxxxx,Today
Rhonda,7970,one-north,xxxxx,Mention
Christine,7980,Punggol,xxxxx,Other 77a5097
Lauren,7990,Punggol,xxxxx,Together
Ricardo,8000,Punggol,xxxxx,Data
Brian,8010,Bedok,xxxxx,Always
April,8020,Tampines,xxxxx,Standard ee22d16
Michelle,8030,Punggol,xxxxx,High
Melissa,8040,Punggol,xxxxx,Apply
Meagan,8050,Tampines,xxxxx,Anything d5aec8c
Lisa,8060,Bedok,xxxxx,Raise
Todd,8070,one-north,xxxxx,Political
Jonathan,8080,Bedok,xxxxx,Final
James,8090,Tampines,xxxxx,Relate
Thomas,8100,Bedok,xxxxx,Box
Sabrina,8110,Tampines,xxxxx,Range 2bb6237
Wendy,8120,Tampines,xxxxx,Much c872deb
Gabriel,8130,Tampines,xxxxx,Few
Monica,8140,one-north,xxxxx,Thought
Chad,8150,Bedok,xxxxx,Way 5901248
Krystal,8160,Jurong East,xxxxx,Bring d3bc677
Danielle,8170,Jurong East,xxxxx,Major
Joseph,8180,Jurong East,xxxxx,Another
Valerie,8190,one-north,xxxxx,Dinner cc12586
Ashley,8200,Jurong East,xxxxx,Trouble 3429229
Elizabeth,8210,Bedok,xxxxx,Do
Tony,8220,Tampines,xxxxx,Capital
William,8230,Tampines,xxxxx,Media 9845e30
Sara,8240,Tampines,xxxxx,Miss 0161846
Antonio,8250,Jurong East,xxxxx,Mean
Robert,8260,one-north,xxxxx,Staff b1ff238
Kelsey,8270,Tampines,xxxxx,Staff af3d156
Charles,8280,one-north,xxxxx,Affect
Shelby,8290,one-north,xxxxx,For
Rodney,8300,Punggol,xxxxx,Great 9b69d83
Billy,8310,Bedok,xxxxx,Each c866224
Benjamin,8320,Tampines,xxxxx,Loss 4ef2de2
Patricia,8330,Tampines,xxxxx,Let
Jill,8340,one-north,xxxxx,Skin
Sandra,8350,Tampines,xxxxx,Evening b144f40
Nathaniel,8360,one-north,xxxxx,Likely 0df0f47
Jason,8370,Jurong East,xxxxx,Several 5b3e022
Charles,8380,Jurong East,xxxxx,Put
Andrew,8390,Punggol,xxxxx,Weight 821d991
Grace,8400,Tampines,xxxxx,Then 8a142a8
Kevin,8410,one-north,xxxxx,Billion 21f3b0c
Tamara,8420,Punggol,xxxxx,Look
Tammy,8430,Bedok,xxxxx,To d387c6a
Nicole,8440,Punggol,xxxxx,Agent
Trevor,8450,Bedok,xxxxx,Beautiful
Robert,8460,Tampines,xxxxx,Field
David,8470,Punggol,xxxxx,Cut
Morgan,8480,one-north,xxxxx,Matter
Stephanie,8490,Jurong East,xxxxx,Toward 83b5290
Jill,8500,Jurong East,xxxxx,Call
David,8510,Tampines,xxxxx,Last
Cynthia,8520,Tampines,xxxxx,Degree
Mrs.,8530,one-north,xxxxx,Present bbda38c
Michelle,8540,Punggol,xxxxx,Ground 7fadceb
Jeremy,8550,Jurong East,xxxxx,Rate a12184a
Christina,8560,Punggol,xxxxx,Include 19f39e1
Edward,8570,Bedok,xxxxx,World 7fdfd01
Kevin,8580,Bedok,xxxxx,Need
Raymond,8590,Tampines,xxxxx,Scene
Christopher,8600,one-north,xxxxx,Baby a5393e0
Kimberly,8610,one-north,xxxxx,Challenge d2b9944
Breanna,8620,Bedok,xxxxx,Director b460a35
Kyle,8630,Bedok,xxxxx,Yard
Christopher,8640,one-north,xxxxx,Management
Jacob,8650,one-north,xxxxx,Ready 61e7e14
Mr.,8660,Bedok,xxxxx,Camera
Curtis,8670,Tampines,xxxxx,Large
Rebecca,8680,Jurong East,xxxxx,Technology
Tracy,8690,Punggol,xxxxx,Occur 1e38ea9
Jesus,8700,Punggol,xxxxx,Theory 641f6fa
Brian,8710,Tampines,xxxxx,Could f8812dd
Wendy,8720,Bedok,xxxxx,Tough eff486d
Kaitlin,8730,one-north,xxxxx,Leader
Gerald,8740,Jurong East,xxxxx,Table 8a3b3f0
Thomas,8750,one-north,xxxxx,Away 3d62a1b
Mr.,8760,Jurong East,xxxxx,Include
Mr.,8770,Jurong East,xxxxx,Candidate
Susan,8780,one-north,xxxxx,Call 1fad58a
Stacy,8790,Tampines,xxxxx,Join 47e7b58
Joan,8800,Tampines,xxxxx,Drug
Mary,8810,Jurong East,xxxxx,But f6fcdb8
George,8820,Punggol,xxxxx,Nor 1b7d3e7
Wyatt,8830,Punggol,xxxxx,Recently
Justin,8840,Punggol,xxxxx,Something 13b4a71
Johnny,8850,one-north,xxxxx,Always
Nicole,8860,Jurong East,xxxxx,Right
Tasha,8870,Jurong East,xxxxx,Situation
Kathryn,8880,one-north,xxxxx,Investment
Joseph,8890,Jurong East,xxxxx,Second d6a262f
Lisa,8900,Jurong East,xxxxx,Race 211b54e
Miranda,8910,Punggol,xxxxx,Indeed
Bruce,8920,one-north,xxxxx,Force
John,8930,Tampines,xxxxx,Song c270a97
Anthony,8940,Jurong East,xxxxx,Like
Richard,8950,Tampines,xxxxx,Feel 040f233
Zachary,8960,Tampines,xxxxx,Situation eaa1a23
Raymond,8970,one-north,xxxxx,Organization
Amy,8980,one-north,xxxxx,Future 9ff0980
Eric,8990,Punggol,xxxxx,Interest
Joseph,9000,Punggol,xxxxx,Lot 8256b87
Nicole,9010,Punggol,xxxxx,Either 777750e
Dr.,9020,Tampines,xxxxx,Degree
Bonnie,9030,one-north,xxxxx,Seem
Scott,9040,Jurong East,xxxxx,List 182fd27
Andrew,9050,one-north,xxxxx,Including e24152d
Danielle,9060,Jurong East,xxxxx,Big
Michael,9070,one-north,xxxxx,Company
Amanda,9080,Punggol,xxxxx,Commercial
Amy,9090,Jurong East,xxxxx,Face 121bb23
Jonathan,9100,Tampines,xxxxx,According 93c3e2c
Margaret,9110,Punggol,xxxxx,Together 9686ad2
John,9120,Jurong East,xxxxx,Less
Sandra,9130,Jurong East,xxxxx,Different
Heidi,9140,Jurong East,xxxxx,Catch 8ca43d5
Charles,9150,Punggol,xxxxx,Parent 5147e83
Sarah,9160,Punggol,xxxxx,Pm
Danielle,9170,one-north,xxxxx,Discuss
Travis,9180,Tampines,xxxxx,Compare 90ec49e
Shari,9190,Punggol,xxxxx,Manage
Dr.,9200,Tampines,xxxxx,Night d32e368
Daniel,9210,Punggol,xxxxx,Culture
Richard,9220,Tampines,xxxxx,Instead
Karen,9230,Jurong East,xxxxx,Hit 4116ca5
Andrew,9240,Jurong East,xxxxx,Even
Jennifer,9250,Jurong East,xxxxx,Score
Peter,9260,Punggol,xxxxx,I
Jordan,9270,one-north,xxxxx,Party 523fa98
Andrea,9280,Bedok,xxxxx,On 805f942
Charles,9290,Tampines,xxxxx,Owner
Nicole,9300,Punggol,xxxxx,Organization 8b40a6c
Thomas,9310,Jurong East,xxxxx,Big
Patrick,9320,Bedok,xxxxx,Inside
Mark,9330,Punggol,xxxxx,Sort
Ricky,9340,Bedok,xxxxx,North 988c83e
Katrina,9350,Bedok,xxxxx,Where 02d7998
Brittney,9360,Punggol,xxxxx,Plant fdb5728
Michelle,9370,Bedok,xxxxx,Head
David,9380,Bedok,xxxxx,Reason c67b69b
Molly,9390,Tampines,xxxxx,Military c17e7e8
William,9400,one-north,xxxxx,Here
Trevor,9410,one-north,xxxxx,Field 8003220
Alison,9420,one-north,xxxxx,Range
Justin,9430,Tampines,xxxxx,Decade
Norman,9440,Bedok,xxxxx,Along
Anna,9450,Bedok,xxxxx,First aee2275
Dr.,9460,one-north,xxxxx,Cup 25e9f95
Jessica,9470,Tampines,xxxxx,Life
Jennifer,9480,Tampines,xxxxx,Likely
John,9490,Jurong East,xxxxx,Even
Heather,9500,Punggol,xxxxx,Scientist 1c4cee3
Rebecca,9510,Jurong East,xxxxx,Without
Harold,9520,Jurong East,xxxxx,Successful 5f90276
Sonya,9530,Tampines,xxxxx,Miss
Katie,9540,Tampines,xxxxx,Major dba70e8
Whitney,9550,Jurong East,xxxxx,Gas f61222e
Ray,9560,Punggol,xxxxx,Agent da9bdcd
Jonathan,9570,one-north,xxxxx,Six
Derek,9580,Bedok,xxxxx,Break
Amy,9590,Jurong East,xxxxx,Ten
Lynn,9600,Bedok,xxxxx,One
Aaron,9610,Tampines,xxxxx,Word
Julie,9620,Tampines,xxxxx,Sense b35a7ac
April,9630,Punggol,xxxxx,Nearly 077de8b
Shirley,9640,one-north,xxxxx,Activity ef4ea69
Michael,9650,one-north,xxxxx,Quickly 50da6c2
Daniel,9660,Tampines,xxxxx,Candidate
Ms.,9670,Jurong East,xxxxx,Until
Daniel,9680,Punggol,xxxxx,Out 5dd08bc
Anthony,9690,Jurong East,xxxxx,Especially
Rebecca,9700,Bedok,xxxxx,Art 12f831a
Bernard,9710,Bedok,xxxxx,Will ef5ff3d
Joseph,9720,Bedok,xxxxx,Follow 66414f7
Daniel,9730,Punggol,xxxxx,Special
Alyssa,9740,Tampines,xxxxx,Character 13058c1
William,9750,Tampines,xxxxx,Ball
Albert,9760,Bedok,xxxxx,Red e65488e
Jeremy,9770,Jurong East,xxxxx,Cell 0c514b4
Haley,9780,one-north,xxxxx,All
Ann,9790,Jurong East,xxxxx,Need 6716d7a
Jenna,9800,one-north,xxxxx,Really fb1d668
Manuel,9810,Jurong East,xxxxx,Agent
Brian,9820,one-north,xxxxx,Career
John,9830,Tampines,xxxxx,High
Joanne,9840,one-north,xxxxx,Hair 4b3fd06
Jose,9850,one-north,xxxxx,Certain 0766f06
Lindsey,9860,one-north,xxxxx,Least 2438935
Kenneth,9870,Punggol,xxxxx,Degree
Russell,9880,Punggol,xxxxx,Ten 1633f94
Anthony,9890,Bedok,xxxxx,Recognize
Kelly,9900,Jurong East,xxxxx,Know 2833b1d
Carol,9910,Jurong East,xxxxx,Majority
Robert,9920,Punggol,xxxxx,Body 4b17499
Nicole,9930,one-north,xxxxx,Sport 7b60934
Michael,9940,Jurong East,xxxxx,Radio
Katie,9950,Bedok,xxxxx,Six
Steven,9960,Jurong East,xxxxx,Wish 03589c3
Ashley,9970,one-north,xxxxx,Indeed
Clinton,9980,Jurong East,xxxxx,Character 6b602f9
Kelly,9990,Bedok,xxxxx,Century
Penny,10000,Bedok,xxxxx,Involve
